theta,theta_dot,torque,label1,label2
3.79249,-4.15752,0.157865,-4.15752,-5.74447
4.14526,-4.42851,0.619771,-4.42851,-7.61015
4.5918,-2.66426,-0.718186,-2.66426,-10.4303
1.49648,-3.3074,0.865243,-3.3074,10.6812
2.85461,-0.30689,-0.700448,-0.30689,2.07942
0.202033,-4.88705,-0.224089,-4.88705,1.79327
5.19346,-1.47035,0.0824924,-1.47035,-8.59937
3.95019,2.07091,-0.553788,2.07091,-7.67023
0.699862,-1.92343,-0.141404,-1.92343,6.19657
3.78593,3.92222,0.342115,3.92222,-5.58964
1.25404,2.75241,0.997106,2.75241,10.2915
1.65019,-3.91584,0.291194,-3.91584,10.1095
5.86749,3.30407,-0.0972818,3.30407,-4.09185
5.37217,-3.3987,-0.925754,-3.3987,-8.64293
0.444197,-3.32562,-0.85371,-3.32562,3.39522
4.81706,-1.79085,0.0366519,-1.79085,-9.70175
5.7362,-2.42031,-0.356256,-2.42031,-5.43438
5.78185,-3.94638,-0.559283,-3.94638,-5.23448
1.51986,-2.03381,-0.335707,-2.03381,9.48191
2.56603,-4.15057,0.0931381,-4.15057,5.47427
3.13611,0.367574,-0.273432,0.367574,-0.223327
4.12875,-2.95224,-0.745785,-2.95224,-8.90233
2.34479,2.33014,0.116343,2.33014,7.10839
1.19925,-1.06823,-0.584269,-1.06823,8.56703
4.98153,-2.42464,0.782599,-2.42464,-8.65
1.52006,2.78307,0.499171,2.78307,10.2687
0.861967,1.00076,-0.782632,1.00076,6.65437
3.61374,-1.85611,0.985754,-1.85611,-3.45723
4.50282,4.12875,-0.91454,4.12875,-10.5512
1.54917,1.49133,0.583996,1.49133,10.3768
6.11628,-2.51364,0.698732,-2.51364,-0.905895
5.0339,3.61443,-0.91446,3.61443,-10.2579
1.83889,2.13569,-0.939694,2.13569,8.49851
0.683809,-3.08104,0.574399,-3.08104,6.80268
4.42326,3.92884,0.789293,3.92884,-8.65282
4.86084,-4.98406,0.515831,-4.98406,-9.13643
2.73781,-1.80835,0.719248,-1.80835,4.59167
5.11783,3.95663,-0.469986,3.95663,-9.52423
3.35947,1.63531,-0.906404,1.63531,-3.04323
3.09319,4.31558,0.106415,4.31558,0.537865
5.74398,3.70698,-0.482075,3.70698,-5.55609
2.40171,-0.0496309,0.70929,-0.0496309,7.32373
5.47059,-2.7883,0.836989,-2.7883,-6.25795
1.05399,2.24065,0.372173,2.24065,8.87857
4.30865,4.0249,0.868833,4.0249,-8.19266
0.299918,3.773,0.664992,3.773,3.52555
4.91111,3.25518,-0.871729,3.25518,-10.5212
2.18428,0.786754,0.127584,0.786754,8.14084
5.84787,-1.30157,-0.0844068,-1.30157,-4.20827
2.39444,0.451321,0.628138,0.451321,7.29003
5.16747,-0.303272,-0.452115,-0.303272,-9.26069
5.58437,-1.71433,0.370909,-1.71433,-5.92283
4.878,-1.72804,0.769009,-1.72804,-8.88948
5.1829,-1.46766,-0.332286,-1.46766,-9.06164
5.33362,-3.38192,0.417332,-3.38192,-7.526
1.9076,-0.352801,-0.558796,-0.352801,8.70356
3.98421,-0.42679,0.729464,-0.42679,-6.58836
5.35963,2.59131,0.0971183,2.59131,-7.7547
5.78376,3.54834,0.809684,3.54834,-3.924
0.256627,-0.40183,-0.383942,-0.40183,2.11004
4.31617,-2.23968,0.994774,-2.23968,-8.03281
3.91906,-1.10459,0.984637,-1.10459,-5.8858
1.89683,4.09448,0.785559,4.09448,10.0378
4.82603,-2.38791,-0.156822,-2.38791,-9.87967
2.54558,-3.01011,-0.926492,-3.01011,4.61044
0.648588,-1.65936,0.615277,-1.65936,6.55771
3.66116,-3.79481,0.100949,-3.79481,-4.73179
3.81058,2.33834,-0.896895,2.33834,-7.00437
0.771591,1.04759,-0.863736,1.04759,5.96607
4.34023,2.99333,-0.371646,2.99333,-9.54001
5.03822,-0.377176,0.94056,-0.377176,-8.34952
2.13222,-3.27721,-0.119646,-3.27721,8.21728
5.31897,3.28614,0.045984,3.28614,-8.0468
0.546492,-4.90664,0.817744,-4.90664,5.965
6.01847,-4.0518,0.465528,-4.0518,-2.06063
1.72323,-4.32561,-0.937794,-4.32561,8.8017
3.4287,1.44726,0.206261,1.44726,-2.5862
0.429104,-3.8043,-0.410485,-3.8043,3.70907
0.404872,-1.39145,-0.0889733,-1.39145,3.78911
2.22335,-0.324635,-0.146762,-0.324635,7.65088
1.29401,1.81981,-0.268379,1.81981,9.15003
4.10699,0.160061,-0.813937,0.160061,-8.88205
0.942565,-0.0532707,-0.794869,-0.0532707,7.14262
3.30396,4.11874,0.280113,4.11874,-1.34691
2.5041,-0.798847,-0.468173,-0.798847,5.37857
1.79485,4.76736,0.000103318,4.76736,9.51723
3.30973,0.170612,-0.90694,0.170612,-2.55032
2.28435,-0.807625,0.21834,-0.807625,7.64319
3.63382,-2.02346,-0.764084,-2.02346,-5.37998
0.585893,0.238522,-0.156819,0.238522,5.26517
5.19288,2.81782,0.406266,2.81782,-8.3211
5.21861,4.59406,0.530712,4.59406,-8.09487
2.06587,-4.58335,0.176817,-4.58335,8.85481
2.40706,1.18658,-0.0011228,1.18658,6.56209
3.53894,2.844,0.35324,2.844,-3.47144
3.21929,3.15661,0.381166,3.15661,-0.411851
1.8911,4.30519,-0.549046,4.30519,8.71896
1.73517,2.57145,0.857425,2.57145,10.5095
6.02059,-1.05206,-0.292158,-1.05206,-2.82821
2.42763,-4.85866,-0.202469,-4.85866,6.27006
5.48202,-2.33591,-0.32062,-2.33591,-7.34249
3.64798,-2.55488,-0.76061,-2.55488,-5.49312
5.10989,4.2686,0.227851,4.2686,-8.85995
2.57125,1.67534,0.311139,1.67534,5.59097
5.59795,-3.9247,0.380972,-3.9247,-5.78812
0.0226533,1.52104,-0.782306,1.52104,-0.575307
0.315311,3.32146,0.286713,3.32146,3.2957
0.222542,4.7023,-0.787928,4.7023,1.33021
5.09973,-4.09063,-0.574324,-4.09063,-9.61666
4.8507,1.3752,-0.206163,1.3752,-9.93624
0.993703,0.462993,-0.260922,0.462993,7.95574
5.76388,3.97704,-0.250441,3.97704,-5.15865
1.62585,-3.89299,-0.069721,-3.89299,9.76435
5.59471,0.884691,-0.843685,0.884691,-7.08544
0.542251,-1.41892,0.464319,-1.41892,5.54111
1.19365,-3.43859,0.412472,-3.43859,9.5674
4.07526,-2.29769,0.720472,-2.29769,-7.1419
5.42243,4.70801,-0.581229,4.70801,-8.0676
2.41734,-0.139028,0.0601929,-0.139028,6.56148
0.566212,-0.955833,0.497825,-0.955833,5.76985
2.34456,4.35848,-0.986153,4.35848,5.9872
0.827919,0.251422,-0.818935,0.251422,6.40387
5.00582,-1.8019,-0.290923,-1.8019,-9.6636
1.4506,-3.7813,-0.00217088,-3.7813,9.77486
4.38068,-2.45365,-0.538473,-2.45365,-9.78916
0.857294,-0.932013,0.871614,-0.932013,8.29802
5.05227,2.86276,0.671688,2.86276,-8.60576
0.697813,2.56187,-0.57479,2.56187,5.70294
1.29733,-0.780639,-0.0971561,-0.780639,9.35612
1.86523,-4.55593,0.0574027,-4.55593,9.49081
3.42016,-4.41596,-0.625588,-4.41596,-3.27893
5.03968,1.96182,-0.119771,1.96182,-9.42866
4.31673,1.09073,0.182011,1.09073,-8.88099
0.40482,-1.96994,-0.741264,-1.96994,3.14213
0.939587,-3.58198,0.3947,-3.58198,8.35028
0.144173,1.57546,0.538255,1.57546,1.93195
4.91664,4.55534,-0.513622,4.55534,-10.1653
2.34282,-4.77552,0.821529,-4.77552,7.89815
1.20731,-1.82535,0.471011,-1.82535,9.65831
4.94672,4.56771,0.296602,4.56771,-9.29097
4.62359,-4.23645,-0.0321321,-4.23645,-9.76112
1.00184,-3.39643,-0.944665,-3.39643,7.35387
1.80946,-2.4982,0.832745,-2.4982,10.3896
5.83507,-0.718653,0.60097,-0.718653,-3.64217
1.61025,-3.73415,0.622729,-3.73415,10.4624
0.571578,2.47185,0.50506,2.47185,5.78716
3.65191,1.31807,0.954403,1.31807,-3.8505
1.77478,-4.41624,-0.480629,-4.41624,9.17015
4.89664,-0.278553,-0.604423,-0.278553,-10.2456
5.58557,2.45057,0.956504,2.45057,-5.36986
6.02917,-3.73945,0.405847,-3.73945,-2.02189
4.14545,2.10822,-0.834886,2.10822,-9.13117
5.39552,0.825442,0.536195,0.825442,-7.08068
5.50978,0.493276,0.0977301,0.493276,-6.76023
6.13511,2.38762,0.962976,2.38762,-0.508191
4.82956,-1.12265,0.0402639,-1.12265,-9.69125
6.14481,2.83412,-0.314462,2.83412,-1.69591
6.15696,0.212418,0.890828,0.212418,-0.346273
3.00291,1.32076,0.0853353,1.32076,1.42826
3.07224,0.00850928,0.731346,0.00850928,1.41107
4.73445,-0.00493893,0.00855827,-0.00493893,-9.799
3.91788,-1.14406,-0.415528,-1.14406,-7.27735
3.76904,-1.69595,-0.665945,-1.69595,-6.40822
3.94774,1.51281,0.52638,1.51281,-6.56788
6.21495,-3.89616,-0.794276,-3.89616,-1.42417
3.60232,-2.58024,-0.878051,-2.58024,-5.21376
1.25973,-3.99392,0.655857,-3.99392,10.035
4.71894,-2.86384,-0.354093,-2.86384,-10.1352
2.82171,0.773371,0.562874,0.773371,3.63991
4.11175,-3.55823,0.639771,-3.55823,-7.41764
3.14863,-4.45433,0.605335,-4.45433,0.580794
1.55995,0.299219,-0.663692,0.299219,9.14274
5.83965,4.99495,0.965178,4.99495,-3.29457
3.07522,-3.8127,-0.77404,-3.8127,-0.0852883
1.61848,-2.47799,-0.495418,-2.47799,9.32821
0.431631,-4.15089,-0.564255,-4.15089,3.5813
5.2148,-4.67702,0.238263,-4.67702,-8.31267
0.691813,-3.94136,-0.627387,-3.94136,5.67016
4.61048,-2.01317,-0.597829,-2.01317,-10.3368
1.61647,-4.95341,0.193072,-4.95341,10.0424
1.91324,3.20635,-0.109521,3.20635,9.09882
5.26237,-4.43797,-0.560222,-4.43797,-8.87922
3.89057,-1.24121,-0.0413737,-1.24121,-6.70848
5.56554,3.15921,-0.00161497,3.15921,-6.48438
6.05151,4.39943,-0.748139,4.39943,-3.04461
3.57723,-2.293,0.328078,-2.293,-3.78871
5.20318,-2.94941,0.760854,-2.94941,-7.86169
5.12026,0.255199,0.153418,0.255199,-8.85439
5.15756,-4.67624,0.7437,-4.67624,-8.06344
0.687529,-0.882744,-0.541873,-0.882744,5.69267
2.17222,-4.56777,-0.760411,-4.56777,7.37392
1.48143,0.740998,-0.96542,0.740998,8.79802
5.49744,1.02186,-0.00265074,1.02186,-6.95203
1.90082,4.55295,-0.371682,4.55295,8.8634
3.80943,2.15223,0.705759,2.15223,-5.39098
4.96626,1.94905,0.89909,1.94905,-8.61597
4.06033,3.15247,0.748376,3.15247,-7.08047
4.30635,3.30554,-0.682021,3.30554,-9.72744
3.3861,1.0418,0.060887,1.0418,-2.32436
1.47632,-4.23877,-0.535658,-4.23877,9.27299
4.32969,-1.64229,0.558755,-1.64229,-8.52518
1.72095,-0.214573,0.695423,-0.214573,10.3972
2.83847,3.53861,-0.382001,3.53861,2.51092
3.92951,2.80814,0.674778,2.80814,-6.30744
2.83059,3.26862,-0.461623,3.26862,2.50764
4.01836,2.90701,0.737451,2.90701,-6.83231
2.658,-2.02523,0.553716,-2.02523,5.13529
0.0897258,1.51333,0.892492,1.51333,1.75639
5.74129,-0.62394,-0.970483,-0.62394,-6.02387
2.76854,4.39843,-0.442483,4.39843,3.08892
5.2736,0.34382,0.171133,0.34382,-8.13758
3.72108,2.32972,0.558441,2.32972,-4.83675
5.67691,-0.525882,0.413393,-0.525882,-5.17117
4.83742,-4.66401,-0.329554,-4.66401,-10.0163
0.574059,1.81649,0.361927,1.81649,5.67103
0.724089,4.64543,-0.176593,4.64543,6.27562
5.32273,-0.12709,0.827733,-0.12709,-7.20985
0.457979,4.8373,0.718215,4.8373,5.0072
2.83498,-3.28879,0.989226,-3.28879,3.98312
4.96985,-1.26974,-0.944253,-1.26974,-10.4182
1.46865,3.84057,0.465445,3.84057,10.1859
4.54296,2.16846,0.597485,2.16846,-9.09373
2.13243,4.79236,0.245435,4.79236,8.50058
3.11036,2.5673,-0.590908,2.5673,-0.310269
5.42923,1.13197,0.211587,1.13197,-7.19536
5.33807,1.33009,0.643421,1.33009,-7.32149
1.73729,1.65179,0.59736,1.65179,10.2552
2.25846,-2.42968,-0.639557,-2.42968,6.96525
2.72976,-4.34454,0.741209,-4.34454,4.71151
1.38262,-4.44372,0.2983,-4.44372,9.97956
0.394553,0.804944,-0.0134439,0.804944,3.74943
0.418863,-1.38591,-0.911172,-1.38591,3.09263
1.24752,-1.21552,0.995254,-1.21552,10.3092
4.51457,-0.547794,0.784806,-0.547794,-8.82839
3.94327,2.47664,0.436365,2.47664,-6.63714
1.35584,0.863771,0.978944,0.863771,10.5545
3.81805,4.49179,-0.0453962,4.49179,-6.23168
1.33262,-1.99139,0.0863962,-1.99139,9.63938
4.01033,-1.19868,0.107573,-1.19868,-7.37053
1.92371,4.79364,0.891614,4.79364,10.0491
5.42272,3.95116,0.784512,3.95116,-6.69241
2.63244,-0.752883,0.457777,-0.752883,5.2471
0.470534,4.22849,0.293081,4.22849,4.69828
6.18684,3.26787,-0.717448,3.26787,-1.69379
0.11085,-4.96131,0.92032,-4.96131,2.05514
3.59532,-3.48547,0.303864,-3.48547,-3.96119
0.137435,2.93429,0.536308,2.93429,1.85096
0.800283,-3.57036,0.7719,-3.57036,7.8468
1.80954,3.13343,0.332605,3.13343,9.83301
4.46442,-2.54221,-0.717158,-2.54221,-10.2017
0.671794,-0.19651,0.7175,-0.19651,6.82512
4.39445,-0.281511,-0.440149,-0.281511,-9.75567
3.30528,-1.91854,-0.341865,-1.91854,-1.92129
2.93182,-2.49892,-0.7687,-2.49892,1.29914
1.75278,4.12783,-0.690455,4.12783,8.91627
0.443415,-2.43556,0.677591,-2.43556,4.9107
4.49978,-3.5349,0.270126,-3.5349,-9.28365
2.76948,-4.21966,-0.181267,-4.21966,3.42765
0.84509,4.05819,0.488697,4.05819,7.7863
2.30946,-0.880556,-0.948203,-0.880556,6.31379
0.4121,-0.491058,0.0574358,-0.491058,3.99159
5.11249,1.45574,0.934261,1.45574,-8.11551
2.84758,0.691789,0.198527,0.691789,3.03453
2.47756,4.16038,0.816627,4.16038,6.82094
2.87308,-0.626232,0.572326,-0.626232,3.18115
4.86195,-4.88348,-0.334676,-4.88348,-9.98632
5.04025,4.17961,0.98529,4.17961,-8.34395
0.503725,-0.645146,-0.329183,-0.645146,4.41247
3.93,-4.38154,0.602234,-4.38154,-6.31153
3.12094,-2.8116,0.441087,-2.8116,0.671827
3.25046,1.74894,0.329995,1.74894,-0.753402
0.751646,-1.48483,0.454182,-1.48483,7.16771
0.0993208,-1.22275,0.509857,-1.22275,1.49482
2.98234,-2.0579,-0.564178,-2.0579,1.01211
4.14575,3.40547,0.954232,3.40547,-7.3566
3.02753,-2.01092,-0.941394,-2.01092,0.19529
1.73031,1.97834,0.0791006,1.97834,9.74477
2.5592,0.677707,0.495748,0.677707,5.8847
0.661007,0.188512,-0.954343,0.188512,5.06625
2.45899,3.75051,0.0850332,3.75051,6.23585
5.57185,-1.24395,0.321353,-1.24395,-6.07063
2.58408,4.53635,-0.929811,4.53635,4.21508
0.384455,3.70251,-0.0326303,3.70251,3.60963
4.55735,3.73584,0.318393,3.73584,-9.4113
0.231337,-4.82676,-0.932971,-4.82676,1.36452
5.05307,4.37196,0.43757,4.37196,-8.85234
5.41279,-3.84188,-0.173721,-3.84188,-7.6359
0.741683,2.24038,-0.290653,2.24038,6.31389
2.74093,-0.87055,0.00794539,-0.87055,3.84286
2.65038,4.24037,-0.317855,4.24037,4.26707
5.35603,-4.97417,-0.196655,-4.97417,-7.99411
2.26456,-2.96343,-0.19832,-2.96343,7.37369
6.21036,-4.55636,0.30578,-4.55636,-0.362466
5.01657,-4.45639,-0.393016,-4.45639,-9.7081
5.54271,3.30219,-0.504034,3.30219,-7.15528
1.92363,1.61101,0.0199618,1.61101,9.20954
3.35356,3.84804,0.330958,3.84804,-1.77141
3.3148,-4.01782,0.314407,-4.01782,-1.33607
3.00105,2.33243,-0.249612,2.33243,1.10127
1.40095,-4.82963,-0.563337,-4.82963,9.1538
3.42624,3.71074,0.434355,3.71074,-2.35755
3.75503,2.44973,-0.104311,2.44973,-5.77624
4.23413,-0.159139,0.300701,-0.159139,-8.40702
5.84097,-1.10597,-0.594432,-1.10597,-4.78148
2.14917,-4.21562,-0.403485,-4.21562,7.85309
4.33942,-3.547,0.839403,-3.547,-8.2607
5.28317,3.13869,0.0228775,3.13869,-8.26342
3.81425,0.222503,-0.111641,0.222503,-6.22616
4.79853,2.89202,-0.644047,2.89202,-10.4466
1.34075,-4.1274,-0.454686,-4.1274,9.13816
2.47633,3.38735,0.339712,3.38735,6.36124
0.835265,1.31483,0.700802,1.31483,7.96152
5.83041,-0.740075,0.410297,-0.740075,-3.87386
5.66688,-0.104991,-0.82213,-0.104991,-6.4915
1.49157,4.44554,-0.839928,4.44554,8.89484
2.7548,-2.09156,0.241873,-2.09156,3.96335
0.993771,2.98947,0.570433,2.98947,8.76219
0.828244,4.41196,0.572746,4.41196,7.75609
1.53036,-0.515773,-0.794645,-0.515773,9.0125
1.28518,3.16959,0.652569,3.16959,10.0335
6.10366,-4.08219,-0.48694,-4.08219,-2.19784
4.93864,-4.557,0.595178,-4.557,-8.91924
2.44927,-0.543752,0.667201,-0.543752,6.93463
4.87575,2.46237,0.0873028,2.46237,-9.61671
5.21191,4.88125,0.610153,4.88125,-8.05002
2.42984,-4.29998,-0.787902,-4.29998,5.66261
0.855782,-0.308763,0.410229,-0.308763,7.82069
0.383288,-4.06108,-0.333786,-4.06108,3.37549
0.285124,4.09344,0.605172,4.09344,3.32356
3.08837,-4.25198,-0.324184,-4.25198,0.240231
2.16418,-4.47712,0.699981,-4.47712,8.87776
5.00308,-0.148412,-0.207935,-0.148412,-9.60489
6.19058,-3.14647,-0.620841,-3.14647,-1.49657
5.15218,-1.80578,-0.328067,-1.80578,-9.18648
3.2774,-0.621909,0.504046,-0.621909,-0.817945
4.57634,2.49049,0.614744,2.49049,-9.12951
2.60829,-4.15326,0.555139,-4.15326,5.58388
4.09615,-4.88993,0.878145,-4.88993,-7.07849
4.40782,3.53903,0.105741,3.53903,-9.28814
1.8618,1.49951,0.12228,1.49951,9.50482
1.1214,4.78115,-0.963101,4.78115,7.82503
6.06446,-0.561774,0.719757,-0.561774,-1.40327
3.68941,3.9147,-0.617774,3.9147,-5.7662
4.2871,3.86137,-0.878734,3.86137,-9.85346
5.24532,-3.83656,-0.797629,-3.83656,-9.20883
2.89889,2.42351,-0.767519,2.42351,1.5659
2.54944,4.53934,-0.875274,4.53934,4.5548
3.07777,-0.491456,-0.811084,-0.491456,-0.180523
0.919992,-1.8877,0.0761597,-1.8877,7.89984
2.34782,0.631582,0.0174368,0.631582,7.0057
1.82714,2.00802,0.176675,2.00802,9.64605
6.1069,-4.38033,0.0987763,-4.38033,-1.57787
0.968675,-4.69227,0.335306,-4.69227,8.467
5.51938,3.79468,0.486624,3.79468,-6.33667
5.87988,-2.98096,0.523927,-2.98096,-3.29632
0.744218,-2.40729,-0.178098,-2.40729,6.49124
3.13562,-1.29072,0.928903,-1.29072,1.00036
0.931978,-3.06338,0.991165,-3.06338,8.89727
5.94722,-1.53569,0.27755,-1.53569,-2.94125
6.21184,1.56205,-0.838872,1.56205,-1.55377
4.45808,0.178125,0.563426,0.178125,-8.93283
5.38744,1.70442,-0.939244,1.70442,-8.61469
2.02874,2.60261,0.60892,2.60261,9.38209
1.73629,-1.67566,0.869126,-1.67566,10.5619
4.98418,0.679723,-0.444738,0.679723,-9.90141
0.526843,-3.77473,0.652067,-3.77473,5.62235
3.29719,-4.37796,-0.621873,-4.37796,-2.09836
5.33383,1.74349,0.38543,1.74349,-7.60792
0.799577,2.7366,0.831061,2.7366,7.83807
3.65503,-1.64924,0.148404,-1.64924,-4.65349
0.00409671,1.04136,0.359258,1.04136,0.389033
3.49278,-4.81928,0.627185,-4.81928,-2.69941
4.37225,-4.6351,-0.722238,-4.6351,-9.92386
1.49018,2.78975,-0.339708,2.78975,9.41054
0.0965735,-2.25042,-0.575033,-2.25042,0.393385
2.52247,-3.40574,0.576238,-3.40574,6.30322
5.19781,-1.12346,0.878753,-1.12346,-7.78676
0.215714,2.66323,0.878522,2.66323,2.95168
2.7672,2.01495,0.29851,2.01495,3.86595
4.48982,-0.873277,-0.855973,-0.873277,-10.4153
0.807295,3.66905,0.214054,3.66905,7.2643
5.85387,4.93505,0.407228,4.93505,-3.72553
3.48291,-3.34998,-0.315597,-3.34998,-3.56579
5.46489,0.642052,-0.0225784,0.642052,-7.19009
0.584847,2.07023,0.158339,2.07023,5.55346
5.02665,-1.75924,-0.743622,-1.75924,-10.0556
3.1566,0.949624,0.961492,0.949624,0.804766
5.08035,2.30294,-0.521012,2.30294,-9.6974
1.73643,-1.30211,0.987109,-1.30211,10.6759
0.736417,4.00775,0.876736,4.00775,7.42542
2.78776,-0.747158,-0.135252,-0.747158,3.27135
1.92665,4.65584,0.248278,4.65584,9.3971
5.95951,1.55507,-0.711105,1.55507,-3.84679
3.70818,-3.56693,-0.70753,-3.56693,-5.93745
2.29906,-0.777644,0.776877,-0.777644,8.10617
5.49798,0.0362977,-0.0210986,0.0362977,-6.95681
4.60605,3.07475,-0.127295,3.07475,-9.91262
4.76918,-4.51221,-0.047954,-4.51221,-9.79702
0.842961,-2.22076,-0.444617,-2.22076,6.9019
2.19387,-3.07646,-0.914575,-3.07646,7.08279
1.88885,-2.51247,-0.674131,-2.51247,8.66897
0.731282,3.36243,0.257455,3.36243,6.77519
3.89643,2.6915,-0.0807718,2.6915,-6.82924
3.50266,-2.94115,0.1503,-2.94115,-3.28587
4.06095,-1.60124,0.652158,-1.60124,-7.13287
4.06229,3.69375,-0.630834,3.69375,-8.47676
0.768113,4.24643,-0.592895,4.24643,6.18043
4.08379,-2.72311,-0.316677,-2.72311,-8.2243
2.50767,3.25821,0.126048,3.25821,5.90405
3.05362,-3.7189,-0.156247,-3.7189,0.742834
2.66105,2.92423,-0.562555,2.92423,3.94296
4.35627,-4.66296,-0.734234,-4.66296,-9.8821
1.56711,-3.99642,0.248448,-3.99642,10.0983
1.86014,-0.994899,0.763845,-0.994899,10.176
0.60383,-2.16572,-0.750462,-2.16572,4.84131
3.065,-0.0542567,-0.912922,-0.0542567,-0.161717
2.56108,1.57413,-0.713769,1.57413,4.65083
1.43215,-4.18597,-0.96987,-4.18597,8.78785
0.888822,3.35485,0.797558,3.35485,8.37981
1.59886,-0.533432,-0.307824,-0.533432,9.50365
4.11228,-2.26959,-0.152173,-2.26959,-8.2254
4.76071,2.95087,0.937302,2.95087,-8.89076
3.03327,2.40235,-0.440826,2.40235,0.595714
2.5432,3.25335,-0.739381,3.25335,4.7542
2.94815,4.32729,0.00367918,4.32729,1.84622
5.30144,-1.36618,-0.845917,-1.36618,-8.98898
2.14972,-3.75171,-0.0609517,-3.75171,8.18802
5.28995,-3.95459,0.773798,-3.95459,-7.40546
1.38064,-1.53416,-0.681463,-1.53416,8.96706
1.65896,-0.639336,0.328628,-0.639336,10.1069
3.36941,4.95144,-0.579442,4.95144,-2.84456
0.602849,4.94143,0.735715,4.94143,6.24849
1.68517,0.226305,-0.0705083,0.226305,9.67313
2.91191,-4.76511,0.542055,-4.76511,2.82312
0.293879,-2.75472,0.69015,-2.75472,3.55934
1.76798,1.4221,0.555361,1.4221,10.1611
1.26201,1.32959,-0.459487,1.32959,8.87322
0.199511,1.35591,0.86706,1.35591,2.79775
0.139125,-2.3784,0.969776,-2.3784,2.35398
4.9589,2.14401,-0.806422,2.14401,-10.3413
0.679414,-0.468704,-0.970681,-0.468704,5.198
4.30857,0.65457,-0.829924,0.65457,-9.85744
5.136,0.76525,-0.401173,0.76525,-9.35172
1.47719,3.10998,-0.499116,3.10998,9.23683
6.0735,4.22304,0.647364,4.22304,-1.43684
5.25001,-3.80763,-0.793602,-3.80763,-9.18163
1.07572,-3.63653,-0.295591,-3.63653,8.37291
5.89541,2.79054,0.123018,2.79054,-3.61436
5.83976,-3.62429,0.105512,-3.62429,-4.06709
2.29825,-2.43402,0.192199,-2.43402,7.54335
3.29965,2.19742,-0.800523,2.19742,-2.36662
2.65594,-1.83538,-0.761922,-1.83538,3.83562
2.14662,-4.79895,0.735537,-4.79895,9.01161
1.34046,0.278658,0.919921,0.278658,10.468
3.1502,-4.31735,-0.400159,-4.31735,-0.44147
0.597949,2.63541,-0.0266332,2.63541,5.46954
1.82571,2.52989,0.0314656,2.52989,9.49916
3.89774,1.25256,0.666929,1.25256,-6.0765
5.70121,-0.141398,0.485295,-0.141398,-4.9056
4.70718,-1.84461,0.0290185,-1.84461,-9.7624
2.91687,-4.85212,0.571269,-4.85212,2.8058
4.33493,-4.41834,-0.552656,-4.41834,-9.62788
5.88112,2.00943,-0.721563,2.00943,-4.58051
5.57885,1.25783,-0.767751,1.25783,-7.13259
3.54976,0.952546,0.335552,0.952546,-3.56779
3.96558,-0.0102857,-0.0072419,-0.0102857,-7.20633
4.18495,-3.5373,-0.283496,-3.5373,-8.72491
4.83962,1.90335,0.137713,1.90335,-9.61203
4.03303,2.16119,0.35946,2.16119,-7.29412
0.216161,-2.70416,0.943866,-2.70416,3.07497
6.13509,0.720519,0.00579115,0.720519,-1.44893
0.846538,-4.70579,-0.387066,-4.70579,7.0076
4.15133,-0.598224,0.84799,-0.598224,-7.4521
0.94937,-3.06509,0.642251,-3.06509,8.64891
5.64183,2.50123,0.94051,2.50123,-4.95367
2.71757,3.49672,-0.509483,3.49672,3.49164
4.14888,2.15378,0.26077,2.15378,-8.05399
0.139054,-2.92896,0.158739,-2.92896,1.54776
3.49527,1.17767,0.149568,1.17767,-3.25988
3.71153,1.89505,-0.542777,1.89505,-5.85501
0.0138362,1.55146,0.946541,1.55146,1.06675
0.0367109,-4.07084,0.415506,-4.07084,0.816267
1.46035,3.88827,0.372142,3.88827,10.0835
5.24603,0.343702,0.194827,0.343702,-8.25462
3.25121,-3.12693,0.979033,-3.12693,-0.0629158
1.01511,2.65664,-0.539686,2.65664,7.76771
3.04204,2.07937,-0.896857,2.07937,0.0573015
