x,y,s,heading,curvature,v_ref
0.547297,1.460000,16.057491,3.141593,0.000000,0.000000
0.510946,1.460000,16.093843,3.141593,0.000000,0.000000
0.474595,1.460000,16.130194,3.141593,0.000000,0.000000
0.438243,1.460000,16.166545,3.141593,0.000000,0.000000
0.401892,1.460000,16.202897,3.141593,0.000000,0.000000
0.365541,1.460000,16.239248,3.141593,0.000000,0.000000
0.329189,1.460000,16.275600,3.141593,0.000000,0.000000
0.292838,1.460000,16.311951,3.141593,0.000000,0.000000
0.256486,1.460000,16.348302,3.141593,0.000000,0.000000
0.220135,1.460000,16.384654,3.141593,0.000000,0.000000
0.183784,1.460000,16.421005,3.141593,0.000000,0.000000
0.147432,1.460000,16.457356,3.141593,0.000000,0.000000
0.111081,1.460000,16.493708,3.141593,0.000000,0.000000
0.074730,1.460000,16.530059,3.141593,0.000000,0.000000
0.038378,1.460000,16.566410,3.141593,0.000000,0.000000
0.002027,1.460000,16.602762,3.141593,0.000000,0.000000
-0.034324,1.460000,16.639113,3.141593,0.000000,0.000000
-0.070676,1.460000,16.675464,3.141593,0.000000,0.000000
-0.107027,1.460000,16.711816,3.141593,0.000000,0.000000
-0.143378,1.460000,16.748167,3.141593,0.000000,0.000000
-0.179730,1.460000,16.784518,3.141593,0.000000,0.000000
-0.216081,1.460000,16.820870,3.141593,0.000000,0.000000
-0.252432,1.460000,16.857221,3.141593,0.000000,0.000000
-0.288784,1.460000,16.893572,3.141593,0.000000,0.000000
-0.325135,1.460000,16.929924,3.141593,0.000000,0.000000
-0.361486,1.460000,16.966275,3.141593,0.000000,0.000000
-0.397838,1.460000,17.002627,3.141593,0.000000,0.000000
-0.434189,1.460000,17.038978,3.141593,0.000000,0.000000
-0.470541,1.460000,17.075329,3.141593,0.000000,0.000000
-0.506892,1.460000,17.111681,3.141593,0.000000,0.000000
-0.543243,1.460000,17.148032,3.141593,0.000000,0.000000
-0.579595,1.460000,17.184383,3.141593,0.000000,0.000000
-0.615946,1.460000,17.220735,3.141593,0.000000,0.000000
-0.652297,1.460000,17.257086,3.141593,0.000000,0.000000
-0.688649,1.460000,17.293437,3.141593,0.000000,0.000000
-0.725000,1.460000,17.329789,-3.050970,2.479164,0.000000
-0.761051,1.456724,17.365988,-2.869724,4.979483,0.000000
-0.795921,1.447003,17.402188,-2.688478,4.979483,0.000000
-0.828468,1.431156,17.438387,-2.507233,4.979483,0.000000
-0.857625,1.409702,17.474587,-2.325987,4.979483,0.000000
-0.882437,1.383344,17.510786,-2.144741,4.979483,0.000000
-0.902091,1.352945,17.546986,-1.963495,4.979483,0.000000
-0.915944,1.319501,17.583186,-1.782250,4.979483,0.000000
-0.923542,1.284107,17.619385,-1.601004,4.979483,0.000000
-0.924635,1.247924,17.655585,-1.419758,4.979483,0.000000
-0.919188,1.212137,17.691784,-1.238512,4.979483,0.000000
-0.907380,1.177917,17.727984,-1.057267,4.979483,0.000000
-0.889597,1.146387,17.764183,-0.876021,4.979483,0.000000
-0.866421,1.118579,17.800383,-0.785398,2.906215,0.000000
